Common name,Scientific name,Set,Color,Power text,Flavor text,Predator,Flocking,Bonus card,Victory points,Nest type,Egg limit,Wingspan,Forest,Grassland,Wetland,Invertebrate,Seed,Fish,Fruit,Rodent,Nectar,Wild (food),/ (food cost),* (food cost),Total food cost,Beak Direction,Fan Art Beak Direction,Swift Start,Automata Ban,North America,Central America,South America,Europe,Asia,Africa,Oceania,Anatomist,Cartographer,Historian,Photographer,Backyard Birder,Bird Bander,Bird Counter,Bird Feeder,Diet Specialist,Enclosure Builder,Endangered Species Protector,Falconer,Fishery Manager,Food Web Expert,Forester,Large Bird Specialist,Nest Box Builder,Omnivore Expert,Passerine Specialist,Platform Builder,Prairie Manager,Rodentologist,Small Clutch Specialist,Viticulturalist,Wetland Scientist,Wildlife Gardener,,acceptedName,family,order,colId,wingsplainTierIndex,wingsplainTier,wingsearchLink,inFanArtPack?
Maned Duck,Chenonetta jubata,oceania,brown,"Tuck up to 3 [card] from your hand behind this bird. If you tuck at least 1 [card], gain 1 [seed] from the supply.","In autumn, flocks of maned ducks may spend over half the day eating to build up their fat reserves.",,X,,2,cavity,4,79,,,X,,,,,,,2,,,2,L,,,,,,,,,,X,,,,,X,,X,,,,,,,,,X,X,X,,,,,,,X,,,Chenonetta jubata,Anatidae,Anseriformes,9HCXF,2,tier 1,https://navarog.github.io/wingsearch/card/311,FALSE
Manx Shearwater,Puffinus puffinus,promoUK,white,"For each bird with a [star] nest, including this one, tuck 1 [card] from the deck behind this bird.","These birds engage in a rafting behavior, sitting on the water in groups of more than 10,000.",,X,,8,wild,1,77,,,X,,,3,,,,,,,3,L,,,,X,X,X,X,,X,,,X,,,,,X,,X,X,,,X,,,X,X,,,X,,,X,,X,X,,Puffinus puffinus,Procellariidae,Procellariiformes,4QFY4,,,https://navarog.github.io/wingsearch/card/559,FALSE
Many-Colored Fruit-Dove,Ptilinopus perousii,oceania,brown,All players gain 1 [fruit] from the supply. You gain 1 additional [fruit] from the supply.,This dove depends on two species of fig trees for most of its diet.,,,,2,platform,2,30,X,,,,,,1,,,,,,1,L,L,,,,,,,,,X,,,,,X,,,,,,,,,,X,,,,X,X,,,X,X,,,,Ptilinopus perousii,Columbidae,Columbiformes,4Q7P3,2,tier 1,https://navarog.github.io/wingsearch/card/312,TRUE
Marsh Tit,Poecile palustris,promoEurope,white,"For each type of food in the personal supply of the player to your right, gain 1 food of that type from the general supply.",The marsh tit is so similar to the willow tit that it was only classified as its own species in 1897.,,,,1,cavity,5,18,X,,,1,1,,1,,,,/,,1,R,,,X,,,,X,X,,,,X,,,X,,,X,,,,,,,X,,X,,X,,,,,X,,,,Poecile palustris,Paridae,Passeriformes,4KSC9,,,https://navarog.github.io/wingsearch/card/516,FALSE
Marsh Warbler,Acrocephalus palustris,promoUK,yellow,Copy a “Game End” (yellow) power of another one of your birds or a neighbor’s bird.,Male marsh warblers incorporate imitations of a wide range of other birds into their songs.,,,,4,bowl,2,20,X,X,X,1,,,1,,,,,,2,L,,,X,,,,X,,X,,,X,,,,X,,,,,,,,,,,,,X,,,,X,X,,X,,Acrocephalus palustris,Acrocephalidae,Passeriformes,9L78,,,https://navarog.github.io/wingsearch/card/560,FALSE
Masked Lapwing,Vanellus miles,oceania,white,"Reset the birdfeeder, then, for each type of food in the birdfeeder, gain 1 of that type.",These birds defend their nests with loud calls and swooping attacks using the spurs on their wings.,,,,1,ground,3,80,,X,X,1,1,,,,,,/,,1,R,,,,,,,,X,,X,X,,,,X,X,,X,,X,,,,,,X,,,,,,,,,,,,Vanellus miles,Charadriidae,Charadriiformes,7FFJC,2,tier 1,https://navarog.github.io/wingsearch/card/313,FALSE
Meadow Pipit,Anthus pratensis,promoUK,white,All players lay 1 [egg] on each of their birds with a [ground] nest.,"During breeding season, adult meadow pipits frequently perform a parachuting display flight.",,,,4,ground,4,23,,X,,1,1,,,,,,,,2,L,,,,,,,X,,,,,X,,,,,,X,,X,,,,,,,,,X,,X,,,,,,,Anthus pratensis,Motacillidae,Passeriformes,67KF6,,,https://navarog.github.io/wingsearch/card/561,FALSE
Mediterranean Shearwater,Puffinus yelkouan,promoEurope,white,Discard 1 bonus card to draw 4 new bonus cards and keep 1. Then draw 1 [card].,These birds are under severe threat from the development of holiday resorts near their breeding sites.,,,X,5,cavity,1,88,,,X,,,2,,,,,,,2,R,,,,,,,X,,,,,X,,,,,,,,,X,,X,,,X,X,,,,,,X,,X,,,Puffinus yelkouan,Procellariidae,Procellariiformes,4QFY7,,,https://navarog.github.io/wingsearch/card/517,FALSE
Merlin,Falco columbarius,promoEurope,pink,"When another player tucks a [card] behind a bird with a [flocking] power, tuck 1 [card] from the deck behind this bird.","Merlins prey on flocks of birds, often flying from behind trees to surprise them.",X,,,3,platform,3,58,X,X,,,,,,1,,,,,1,R,,,,X,X,,X,X,,,,,,,X,X,,,,,,X,,,,,,,,X,,X,,,,,,Falco columbarius,Falconidae,Falconiformes,3DTFW,,,https://navarog.github.io/wingsearch/card/518,FALSE
Mississippi Kite,Ictinia mississippiensis,core,brown,"Roll all dice not in birdfeeder. If any are [rodent], cache 1 [rodent] from the supply on this bird.","These birds mostly eat large insects, but they'll also eat rodents, bats, and birds.",X,,,4,platform,1,79,X,X,,1,,,,1,,,/,,1,L,L,,,X,X,X,,,,,,X,,,,X,,,,,,X,,,,X,,,,X,,X,X,,,,,Ictinia mississippiensis,Accipitridae,Accipitriformes,3PBB7,3,tier 2,https://navarog.github.io/wingsearch/card/167,TRUE
Mistletoebird,Dicaeum hirundinaceum,oceania,brown,"Gain 1 [fruit] from the supply, or discard 1 [fruit] to gain 1 [nectar] from the supply.",Mistletoe fruits make up about 85 percent of this bird’s diet.,,,,3,wild,4,18,X,,,,,,2,,1,,,,3,L,L,,,,,,,X,,X,,,,,X,,,,X,X,,,,,X,,X,,X,X,,,,X,,X,,Dicaeum hirundinaceum,Dicaeidae,Passeriformes,35HV2,4,underused tier,https://navarog.github.io/wingsearch/card/314,TRUE
Moltoni's Warbler,Sylvia subalpina,european,teal,"If you used all 4 types of actions this round, play another bird. Pay its normal food and egg cost.",Moltoni was a 20th century Italian ornithologist.,,,,3,bowl,2,17,,X,,1,,,1,,,,,,2,R,,,,,,,X,,X,,,,X,,X,,,,,,,,,,,,,,X,,X,,X,X,,X,,Sylvia subalpina,Sylviidae,Passeriformes,DDBNM,2,tier 1,https://navarog.github.io/wingsearch/card/168,FALSE
Montagu's Harrier,Circus pygargus,european,white,"Instead of paying any costs, you may play this bird on top of another bird on your player mat. Discard any eggs and food from that bird. It becomes a tucked card.",During breeding season this species will perform aerial dances that are unique to each bird.,X,,,4,ground,2,113,,X,,,,,,2,,,,*,2,R,,,,,,,X,X,X,,,,X,,,,,,,X,,X,,,,X,,,,,X,X,X,,,,,Circus pygargus,Accipitridae,Accipitriformes,VG87,4,underused tier,https://navarog.github.io/wingsearch/card/169,FALSE
Mountain Bluebird,Sialia currucoides,core,white,Play an additional bird in your [grassland]. Pay its normal cost.,These birds can be found from prairies up to alpine zones above treeline.,,,,4,cavity,5,36,,X,,1,,,1,,,,,,2,R,R,,,X,X,,,,,,,X,,X,,,,,,,,,,,,,X,,,,X,,,X,,,,Sialia currucoides,Turdidae,Passeriformes,4X5FW,3,tier 2,https://navarog.github.io/wingsearch/card/170,TRUE
Mountain Chickadee,Poecile gambeli,core,brown,Cache 1 [seed] from the supply on this bird.,Mountain chickadees are generally found in the conifer forests of the American West.,,,,2,cavity,3,23,X,,,1,1,,,,,,/,,1,L,L,,,X,,,,,,,,X,,,X,,,X,,,,,,,X,,X,,X,,,,,,,,,Poecile gambeli,Paridae,Passeriformes,4KSC2,2,tier 1,https://navarog.github.io/wingsearch/card/171,TRUE
Mountain Quail,Oreortyx pictus,promoUS,teal,"Reset the birdfeeder, then choose a [die]. Remove all [die] showing the chosen face. For each, lay 1 [egg] on this bird.",Mountain quail inhabit scrubland from British Columbia to Baja California.,,,,1,ground,5,38,X,X,,1,1,,,,,,,,2,R,,,,X,X,X,,,,,,X,,,X,X,,X,,X,,,,,,,,,,,,,,,,,,Oreortyx pictus,Odontophoridae,Galliformes,7569D,,,https://navarog.github.io/wingsearch/card/588,FALSE
Mourning Dove,Zenaida macroura,core,brown,Lay 1 [egg] on this bird.,One pair of doves may raise 5 or 6 small broods in a year.,,,,0,platform,5,46,X,X,X,,1,,,,,,,,1,R,R,,,X,X,,,,,,,,,,X,X,,X,,,,,,,,,,,,X,,,,,,,,Zenaida macroura,Columbidae,Columbiformes,5D2BZ,1,tier 0,https://navarog.github.io/wingsearch/card/172,TRUE
Musk Duck,Biziura lobata,oceania,brown,Draw 1 face-up [card] from the tray with a [ground] or [star] nest. You may reset or refill the tray before doing so.,"This duck’s musky odor comes from a gland on its rump, not the hanging lobe of skin under its bill.",,,,2,ground,2,87,,,X,1,1,1,,,,,/,,1,L,,,,,,,,,,X,,,,,X,,,X,,X,,,X,,,X,,,,,,,X,,X,,,Biziura lobata,Anatidae,Anseriformes,LY6T,4,underused tier,https://navarog.github.io/wingsearch/card/315,FALSE
Mute Swan,Cygnus olor,european,brown,"Choose 1-3 birds in your [wetland]. Tuck 1 [card] from your hand behind each. If you tuck at least 1 card, draw 1 [card].",The mute swan earned its name because it is less vocal than other species.,,,,4,ground,3,220,,,X,1,1,,,,,1,,,3,L,LR,,,,,,X,X,,,,,,,,,,X,X,X,,,,,,X,,X,,,,,,,X,,,Cygnus olor,Anatidae,Anseriformes,32ZQB,2,tier 1,https://navarog.github.io/wingsearch/card/173,TRUE
New Holland Honeyeater,Phylidonyris novaehollandiae,oceania,brown,"Gain 1 [nectar] from the birdfeeder, if there is one.",Honeyeaters are important pollinators of several plant species.,,,,0,bowl,3,20,,X,,,,,,,1,,,,1,L,,,,,,,,,,X,,X,,,X,,,,,,,,,,,,,,X,,X,,,,,X,,Phylidonyris novaehollandiae,Meliphagidae,Passeriformes,4GZH6,4,underused tier,https://navarog.github.io/wingsearch/card/316,FALSE
New Zealand Dabchick,Poliocephalus rufopectus,promoNZ,brown,"Draw 3 [card] from the deck. Keep 1 of them, place 1 of them on the top of the deck, and discard the third.",This grebe can change its buoyancy by adjusting the angle of its feathers against its body.,,,,3,wild,3,41,,,X,1,,1,,,,,,,2,R,,,,,,,,,,X,,X,,,X,,,,,X,,,X,,,,X,,,X,,,,,X,X,,Poliocephalus rufopectus,Podicipedidae,Podicipediformes,4KY32,,,https://navarog.github.io/wingsearch/card/529,FALSE
New Zealand Fairy Tern,Sternula nereis davisae,promoNZ,white,"Discard up to 3 bonus cards. For each, cache 3 [fish] from the supply on this bird. Then draw 1 new bonus card.",As of 2025 there are fewer than a dozen breeding pairs of this once-widespread tern.,,,X,6,ground,2,49,,,X,2,,1,,,,,,,3,R,,,,,,,,,,X,,X,,,,,,,X,X,X,,X,,,,,,,,,,X,,X,,,Sternula nereis davisae,Laridae,Charadriiformes,BP3HB,,,https://navarog.github.io/wingsearch/card/530,FALSE
New Zealand Falcon,Falco novaeseelandiae,promoNZ,brown,"Tuck 1 bird with wingspan less than 65 cm from your hand behind this bird. If you do, cache 1 [rodent] from the supply on this bird.",Small- to medium-sized birds and mammals alike make up the diet of this slender-bodied raptor.,X,,,3,ground,2,70,X,X,,1,,,,1,,,/,,1,R,,,,,,,,,,X,,X,,,X,X,,,,X,,X,,,,X,,,,,,X,X,,,,,Falco novaeseelandiae,Falconidae,Falconiformes,3DTGH,,,https://navarog.github.io/wingsearch/card/531,FALSE
New Zealand Rock Wren,Xenicus gilviventris,promoNZ,white,"Draw 1 new bonus card. Up to 2 times, you may discard 1 bonus card to draw 1 new bonus card.",The curious bobbing behavior of these endangered birds remains an adorable mystery,,,X,6,cavity,2,15,,X,,2,,,1,,,,,,3,L,,,,,,,,,,X,,X,,,,,,,X,,X,,,,,,X,,X,,X,,X,X,,,,Xenicus gilviventris,Acanthisittidae,Passeriformes,5C99N,,,https://navarog.github.io/wingsearch/card/532,FALSE
New Zealand Scaup,Aythya novaeseelandiae,promoNZ,brown,"Draw 1 [card] from the deck. If it has [invertebrate] in its food cost, discard it and gain 1 [invertebrate] from the supply. Otherwise, tuck it behind this bird.",These diving ducks spend much of their time underwater and often form large flocks.,,X,,3,wild,3,60,,,X,1,1,,,,,,,,2,R,,,,,,,,,,X,,X,,,X,,X,X,,X,,,,,,,X,,,X,,,,,X,X,,Aythya novaeseelandiae,Anatidae,Anseriformes,K56X,,,https://navarog.github.io/wingsearch/card/533,FALSE
Nicobar Pigeon,Caloenas nicobarica,promoAsia,yellow,Tuck up to 5 [card] from your hand behind this bird.,The iridescent Nicobar pigeon is the closest living relative of the dodo and Rodrigues solitaire.,,X,,7,platform,2,56,X,X,X,1,1,,1,,,,,,3,L,,,,,,,,X,,X,,X,,,,X,X,X,X,,,,,,,,,,,X,,,X,X,,,,Caloenas nicobarica,Columbidae,Columbiformes,PY9S,,,https://navarog.github.io/wingsearch/card/465,FALSE
Noisy Miner,Manorina melanocephala,oceania,brown,"Tuck 1 [card] from your hand behind this bird. If you do, lay up to 2 [egg] on this bird. All other players may lay 1 [egg].","These birds are cooperative breeders, with as many as 22 males attending a nest.",,X,,3,bowl,6,41,X,X,,1,,,,,1,1,,,3,L,L,,,,,,,,,X,,,,,X,X,X,,X,,,,,,,,,X,,,,,,,,X,,Manorina melanocephala,Meliphagidae,Passeriformes,736KF,3,tier 2,https://navarog.github.io/wingsearch/card/317,TRUE
North Island Brown Kiwi,Apteryx mantelli,oceania,white,"Discard a bonus card. If you do, draw 4 bonus cards, keep 2, and discard the other 2.",The brown kiwi’s egg grows to take up 20 percent of the mother’s body mass before being laid.,,,X,6,wild,1,*,X,X,,2,1,,,,,,,,3,L,L,,,,,,,,,X,,X,,X,,X,,X,X,X,X,,,,,X,X,,X,X,,,X,,,X,,Apteryx mantelli,Apterygidae,Apterygiformes,FYYR,1,tier 0,https://navarog.github.io/wingsearch/card/318,TRUE
North Island Kōkako,Callaeas wilsoni,promoNZ,brown,"You may reset the birdfeeder. Then gain 1 [fruit] or [nectar] from the birdfeeder, if available.",The hauntingly beautiful call of this masked songbird has rich flute- and organ-like tones.,,,,6,bowl,2,51,X,,,,,,2,,,1,,,3,L,,,,,,,,,,X,,X,,,,,,,X,,,,,,X,,,X,,,,,X,X,,X,,Callaeas wilsoni,Callaeidae,Passeriformes,M8V6N,,,https://navarog.github.io/wingsearch/card/534,FALSE
Northern Bobwhite,Colinus virginianus,core,brown,Lay 1 [egg] on this bird.,"Bobwhites are prolific breeders, but their numbers are in decline.",,,,5,ground,6,33,,X,,,3,,,,,,,,3,L,L,,,X,X,,,,,,,X,,X,,,,X,X,X,,,,,,,,,,,X,,,,,,,Colinus virginianus,Odontophoridae,Galliformes,X2KZ,3,tier 2,https://navarog.github.io/wingsearch/card/174,TRUE
Northern Cardinal,Cardinalis cardinalis,core,brown,Gain 1 [fruit] from the supply.,"In most North American species, only males sing, but female cardinals break this rule.",,,,3,bowl,5,30,X,,,,1,,1,,,,,,2,R,N,,,X,,,,,,,,X,,,X,,,X,,,,,,,X,,,,X,,,,,X,,X,,Cardinalis cardinalis,Cardinalidae,Passeriformes,R56G,3,tier 2,https://navarog.github.io/wingsearch/card/175,TRUE
Northern Flicker,Colaptes auratus,core,white,Gain all [invertebrate] that are in the birdfeeder.,These woodpeckers seek out ground-dwelling insects rather than pecking wood.,,,,2,cavity,4,51,X,X,,1,1,,1,,,,/,,1,R,R,,,X,,,,,,,,X,,,X,X,,X,,,,,,,,,X,,,,,,,X,,,,Colaptes auratus,Picidae,Piciformes,WX2M,2,tier 1,https://navarog.github.io/wingsearch/card/176,TRUE
Northern Gannet,Morus bassanus,european,brown,"Roll all dice not in birdfeeder. If any are a [fish], gain that many [fish] from the supply and cache them on this bird.","Northern gannets are spectacular divers, piercing water at speeds up to 100 km/h.",X,,,5,ground,1,173,,,X,,,2,,,,,,,2,L,,,,X,,,X,,X,,,X,,,,,,,,X,,X,X,,,X,,,,,,,X,,X,,,Morus bassanus,Sulidae,Suliformes,7436N,4,underused tier,https://navarog.github.io/wingsearch/card/177,FALSE
Northern Goshawk,Accipiter gentilis,european,white,"For each [rodent] in this bird's cost, you may pay 1 [card] from your hand instead. If you do, tuck the paid [card] behind this card.","In the Middle Ages, only nobles were allowed to use goshawks in falconry.",X,,,5,platform,2,106,X,,,,,,,2,,,,*,2,L,,,,X,,,X,X,,,,X,,,,,,,,,,X,,,X,X,,,,X,,X,X,,,,,Accipiter gentilis,Accipitridae,Accipitriformes,CVW3C,2,tier 1,https://navarog.github.io/wingsearch/card/178,FALSE
Northern Harrier,Circus hudsonius,core,brown,"Look at a [card] from the deck. If less than 75cm, tuck it behind this bird. If not, discard it.",Northern harriers fly low over marshes and grasslands seeking prey.,X,,,3,platform,2,109,,X,X,,,,,1,,,,,1,R,,,,X,X,,X,X,X,,,X,,,X,X,,,,,,X,,,,X,,,,X,,X,X,,,,,Circus hudsonius,Accipitridae,Accipitriformes,CTVJX,4,underused tier,https://navarog.github.io/wingsearch/card/179,FALSE
Northern Mockingbird,Mimus polyglottos,core,brown,Repeat a brown power on another bird in this habitat.,A male mockingbird may learn around 200 songs throughout its life.,,,,2,bowl,4,36,X,X,X,1,,,1,,,,,,2,L,L,,,X,X,,,,,,,X,,,X,X,,,,,,,,,,,,,,,,,,X,,X,,Mimus polyglottos,Mimidae,Passeriformes,43HT9,2,tier 1,https://navarog.github.io/wingsearch/card/180,TRUE
Northern Pintail,Anas acuta,promoCA,brown,Tuck 1 [card] from your hand behind this bird to draw 1 [card] from the deck; up to 2 times you may discard the last drawn card to draw 1 [card] from the deck.,"Pursuit fights among pintails are common, as often several males court a single female.",,X,,3,ground,4,88,,X,X,1,1,,,,,,,,2,R,,,,X,X,X,X,X,X,,X,X,,,X,X,X,X,,X,,,,,,X,,,,,,,,,,,,Anas acuta,Anatidae,Anseriformes,DGMX,,,https://navarog.github.io/wingsearch/card/486,FALSE
Northern Saw-Whet Owl,Aegolius acadicus,promoCA,brown,"Roll all dice not in birdfeeder. If you roll at least 1 [rodent], gain 1 [rodent] from the supply and cache 1 [rodent] on this bird from the supply.","This owl, one of the Nearctic's smallest, often tears adult mice in two, splitting them across meals.",X,,,2,cavity,4,45,X,,X,,,,,1,,,,,1,L,,,,X,X,,,,,,,X,,,X,X,,,,,,X,,,,,X,,,,,X,,,,,,Aegolius acadicus,Strigidae,Strigiformes,64X3G,,,https://navarog.github.io/wingsearch/card/487,FALSE
Northern Shoveler,Spatula clypeata,core,brown,All players draw 1 [card] from the deck.,The shoveler's large bill strains invertebrates from the water.,,,,7,ground,4,76,,,X,1,2,,,,,,,,3,L,L,,,X,X,,X,X,X,,,X,,,,,,X,X,X,,,,,,X,,,,,,,,,X,,,Spatula clypeata,Anatidae,Anseriformes,9HKHD,3,tier 2,https://navarog.github.io/wingsearch/card/181,TRUE
Olive-Backed Sunbird,Cinnyris jugularis,asia,brown,Each player may roll any 1 [die] and gain that food from the supply.,"Sunbirds feed largely on nectar, but they will also take insects, especially when feeding young.",,,,3,wild,2,16,X,X,,,,,,,,1,,,1,L,L,X,,,,,,X,,X,X,,,X,X,X,,,,X,,,,,,,X,X,X,X,,,X,,,X,,Cinnyris jugularis,Nectariniidae,Passeriformes,5Z75C,3,tier 2,https://navarog.github.io/wingsearch/card/410,TRUE
Orange-Footed Scrubfowl,Megapodius reinwardt,oceania,yellow,"Lay 1 [egg] on each of your birds with a [ground] nest, including this one.",The mound nests of scrubfowl may be as tall as 4.5 meters.,,,,1,ground,5,43,X,,,,1,,1,,,,/,,1,L,,,,,,,,X,,X,X,X,,X,X,,,X,,X,,,,,X,,,,,,,,,X,,,,Megapodius reinwardt,Megapodiidae,Galliformes,3YWV8,3,tier 2,https://navarog.github.io/wingsearch/card/319,FALSE
Oriental Bay-Owl,Phodilus badius,asia,teal,"Activate the ""When Activated"" (brown) powers of all of your other [predator].",The feathers on an owl's face collects sound waves and direct them toward the owl's ears.,X,,,5,cavity,2,71,X,,,1,,,,1,,,,,2,N,,,,,,,,X,,,,X,,X,,,,,,,,X,,,X,X,X,,,,,X,X,,,,,Phodilus badius,Tytonidae,Strigiformes,4GK8V,2,tier 1,https://navarog.github.io/wingsearch/card/411,FALSE
Oriental Magpie-Robin,Copsychus saularis,asia,teal,"For every 3 [egg] in your [grassland], gain 1 [invertebrate] or [seed] from the supply. You may cache up to 2 of them on this bird.","This songbird is the national bird of Bangladesh, where it is widespread.",,,,0,cavity,4,33,X,X,,1,1,,,,,,/,,1,L,L,,,,,,,X,,,,X,,,X,X,,X,,,,,,,,,X,,,,,,,,,,,Copsychus saularis,Muscicapidae,Passeriformes,Y6YK,3,tier 2,https://navarog.github.io/wingsearch/card/412,TRUE
Osprey,Pandion haliaetus,core,brown,All players gain 1 [fish] from the supply.,"Ospreys are excellent hunters, catching a fish in at least 1 out of every 4 dives.",,,,5,platform,2,160,,,X,,,1,,,,,,,1,L,L,,,X,X,X,X,X,X,X,,,,,,,,,,,,,X,,,X,,,,X,,,X,,X,,,Pandion haliaetus,Pandionidae,Accipitriformes,4CBTY,3,tier 2,https://navarog.github.io/wingsearch/card/182,TRUE
Ovenbird,Seiurus aurocapilla,promoCA,pink,"When another player plays a bird with a [star] nest, lay 1 [egg] on a bird with a [star] nest.","These diminutive warblers take their name from their idiosyncratc, dome-shaped nests.",,,,4,wild,3,23,X,,,1,,,,,,,,,1,R,,,,X,X,X,,,,,,,,,,,,,,X,,,,X,X,,X,,X,X,,,,,,X,,Seiurus aurocapilla,Parulidae,Passeriformes,4WB6G,,,https://navarog.github.io/wingsearch/card/488,FALSE
Pacific Black Duck,Anas superciliosa,oceania,yellow,"For every 2 [egg] in your [wetland], lay 1 [egg] on this bird.",Competition with non-native mallards has severely reduced this species’ numbers in New Zealand.,,,,2,cavity,6,88,,,X,,1,,,,,1,,,2,L,,,,,,,,X,,X,,X,,X,X,,,X,,,,,,,,X,X,X,,,,,,,X,,,Anas superciliosa,Anatidae,Anseriformes,DGPM,4,underused tier,https://navarog.github.io/wingsearch/card/320,FALSE
Pacific Sea-Eagle,Haliaeetus pelagicus,promoAsia,teal,"Tuck 1 [card] from your hand behind this bird. For each [fish] in the tucked bird’s food cost, cache 1 [fish] from the supply on this bird.","Also called Steller’s sea-eagle, this formidable eagle is by one measure the world’s heaviest.",X,,,7,platform,2,223,X,,X,,,2,,1,,,,,3,R,,,,,,,,X,,,,X,,,,X,,,X,,,X,X,,,X,,,,X,,X,X,,,,,Haliaeetus pelagicus,Accipitridae,Accipitriformes,3JBJZ,,,https://navarog.github.io/wingsearch/card/466,FALSE
Painted Bunting,Passerina ciris,core,white,Draw 2 new bonus cards and keep 1.,"Poachers sell these birds as pets, making it harder for wild populations to thrive.",,,X,5,bowl,4,23,,X,,1,2,,,,,,,,3,R,R,,,X,X,,,,,,,,,,,,,X,X,,X,,,,,,,,X,,X,,,,,X,,Passerina ciris,Cardinalidae,Passeriformes,4DXZG,3,tier 2,https://navarog.github.io/wingsearch/card/183,TRUE
Painted Whitestart,Myioborus pictus,core,brown,Gain 1 [invertebrate] from the supply.,"When they forage, whitestarts will flick their wings or tails to flush insects.",,,,1,ground,3,22,X,,,1,,,,,,,,,1,R,R,X,,X,X,,,,,,,,,X,X,,,,,X,,,,X,X,,,,X,,,,,,,,,Myioborus pictus,Parulidae,Passeriformes,452QT,2,tier 1,https://navarog.github.io/wingsearch/card/184,TRUE
Paradise Shelduck,Tadorna variegata,promoNZ,brown,"If there is an egg on an adjacent bird, draw 1 [card]. If not, lay 1 [egg] on this bird.",The distinctively dimorphic sexes of this species also make noticeably different alarm calls.,,,,0,cavity,5,100,,X,X,1,1,,,,,,/,,1,R,,,,,,,,,,X,,,,,X,X,,X,,,,,,,,X,X,,,,,,,,,,,Tadorna variegata,Anatidae,Anseriformes,54GHX,,,https://navarog.github.io/wingsearch/card/535,FALSE
