Common name,Scientific name,Set,Color,Power text,Flavor text,Predator,Flocking,Bonus card,Victory points,Nest type,Egg limit,Wingspan,Forest,Grassland,Wetland,Invertebrate,Seed,Fish,Fruit,Rodent,Nectar,Wild (food),/ (food cost),* (food cost),Total food cost,Swift Start,North America,Central America,South America,Europe,Asia,Africa,Oceania,Anatomist,Cartographer,Historian,Photographer,Backyard Birder,Bird Bander,Bird Counter,Bird Feeder,Diet Specialist,Enclosure Builder,Endangered Species Protector,Falconer,Fishery Manager,Food Web Expert,Forester,Large Bird Specialist,Nest Box Builder,Omnivore Expert,Passerine Specialist,Platform Builder,Prairie Manager,Rodentologist,Small Clutch Specialist,Viticulturalist,Wetland Scientist,Wildlife Gardener,,acceptedName,family,order,colId,wingsplainTierIndex,wingsplainTier,wingsearchLink,inFanArtPack?
Northern Gannet,Morus bassanus,european,brown,"Roll all dice not in birdfeeder. If any are a [fish], gain that many [fish] from the supply and cache them on this bird.","Northern gannets are spectacular divers, piercing water at speeds up to 100 km/h.",X,,,5,ground,1,173,,,X,,,2,,,,,,,2,,X,,,X,,X,,,X,,,,,,,,X,,X,X,,,X,,,,,,,X,,X,,,Morus bassanus,Sulidae,Suliformes,7436N,4,underused tier,https://navarog.github.io/wingsearch/card/177,FALSE
Northern Goshawk,Accipiter gentilis,european,white,"For each [rodent] in this bird's cost, you may pay 1 [card] from your hand instead. If you do, tuck the paid [card] behind this card.","In the Middle Ages, only nobles were allowed to use goshawks in falconry.",X,,,5,platform,2,106,X,,,,,,,2,,,,*,2,,X,,,X,X,,,,X,,,,,,,,,,X,,,X,X,,,,X,,X,X,,,,,Astur gentilis,Accipitridae,Accipitriformes,CVW3C,2,tier 1,https://navarog.github.io/wingsearch/card/178,FALSE
Northern Harrier,Circus hudsonius,core,brown,"Look at a [card] from the deck. If less than 75cm, tuck it behind this bird. If not, discard it.",Northern harriers fly low over marshes and grasslands seeking prey.,X,,,3,platform,2,109,,X,X,,,,,1,,,,,1,,X,X,,X,X,X,,,X,,,X,X,,,,,,X,,,,X,,,,X,,X,X,,,,,Circus hudsonius,Accipitridae,Accipitriformes,CTVJX,4,underused tier,https://navarog.github.io/wingsearch/card/179,FALSE
Northern Mockingbird,Mimus polyglottos,core,brown,Repeat a brown power on another bird in this habitat.,A male mockingbird may learn around 200 songs throughout its life.,,,,2,bowl,4,36,X,X,X,1,,,1,,,,,,2,,X,X,,,,,,,X,,,X,X,,,,,,,,,,,,,,,,,,X,,X,,Mimus polyglottos,Mimidae,Passeriformes,43HT9,2,tier 1,https://navarog.github.io/wingsearch/card/180,TRUE
Northern Shoveler,Spatula clypeata,core,brown,All players draw 1 [card] from the deck.,The shoveler's large bill strains invertebrates from the water.,,,,7,ground,4,76,,,X,1,2,,,,,,,,3,,X,X,,X,X,X,,,X,,,,,,X,X,X,,,,,,X,,,,,,,,,X,,,Spatula clypeata,Anatidae,Anseriformes,9HKHD,3,tier 2,https://navarog.github.io/wingsearch/card/181,TRUE
Olive-Backed Sunbird,Cinnyris jugularis,asia,brown,Each player may roll any 1 [die] and gain that food from the supply.,"Sunbirds feed largely on nectar, but they will also take insects, especially when feeding young.",,,,3,wild,2,16,X,X,,,,,,,,1,,,1,X,,,,,X,,X,X,,,X,X,X,,,,X,,,,,,,X,X,X,X,,,X,,,X,,Cinnyris jugularis,Nectariniidae,Passeriformes,5Z75C,3,tier 2,https://navarog.github.io/wingsearch/card/410,TRUE
Orange-Footed Scrubfowl,Megapodius reinwardt,oceania,yellow,"Lay 1 [egg] on each of your birds with a [ground] nest, including this one.",The mound nests of scrubfowl may be as tall as 4.5 meters.,,,,1,ground,5,43,X,,,,1,,1,,,,/,,1,,,,,,X,,X,X,X,,X,X,,,X,,X,,,,,X,,,,,,,,,X,,,,Megapodius reinwardt,Megapodiidae,Galliformes,3YWV8,3,tier 2,https://navarog.github.io/wingsearch/card/319,FALSE
Oriental Bay-Owl,Phodilus badius,asia,teal,"Activate the ""When Activated"" (brown) powers of all of your other [predator].",The feathers on an owl's face collects sound waves and direct them toward the owl's ears.,X,,,5,cavity,2,71,X,,,1,,,,1,,,,,2,,,,,,X,,,,X,,X,,,,,,,,X,,,X,X,X,,,,,X,X,,,,,Phodilus badius,Tytonidae,Strigiformes,4GK8V,2,tier 1,https://navarog.github.io/wingsearch/card/411,FALSE
Oriental Magpie-Robin,Copsychus saularis,asia,teal,"For every 3 [egg] in your [grassland], gain 1 [invertebrate] or [seed] from the supply. You may cache up to 2 of them on this bird.","This songbird is the national bird of Bangladesh, where it is widespread.",,,,0,cavity,4,33,X,X,,1,1,,,,,,/,,1,,,,,,X,,,,X,,,X,X,,X,,,,,,,,,X,,,,,,,,,,,Copsychus saularis,Muscicapidae,Passeriformes,Y6YK,3,tier 2,https://navarog.github.io/wingsearch/card/412,TRUE
Osprey,Pandion haliaetus,core,brown,All players gain 1 [fish] from the supply.,"Ospreys are excellent hunters, catching a fish in at least 1 out of every 4 dives.",,,,5,platform,2,160,,,X,,,1,,,,,,,1,,X,X,X,X,X,X,X,,,,,,,,,,,,,X,,,X,,,,X,,,X,,X,,,Pandion haliaetus,Pandionidae,Accipitriformes,4CBTY,3,tier 2,https://navarog.github.io/wingsearch/card/182,TRUE
Pacific Black Duck,Anas superciliosa,oceania,yellow,"For every 2 [egg] in your [wetland], lay 1 [egg] on this bird.",Competition with non-native mallards has severely reduced this species’ numbers in New Zealand.,,,,2,cavity,6,88,,,X,,1,,,,,1,,,2,,,,,,X,,X,,X,,X,X,,,X,,,,,,,,X,X,X,,,,,,,X,,,Anas superciliosa,Anatidae,Anseriformes,DGPM,4,underused tier,https://navarog.github.io/wingsearch/card/320,FALSE
Painted Bunting,Passerina ciris,core,white,Draw 2 new bonus cards and keep 1.,"Poachers sell these birds as pets, making it harder for wild populations to thrive.",,,X,5,bowl,4,23,,X,,1,2,,,,,,,,3,,X,X,,,,,,,,,,,,,X,X,,X,,,,,,,,X,,X,,,,,X,,Passerina ciris,Cardinalidae,Passeriformes,4DXZG,3,tier 2,https://navarog.github.io/wingsearch/card/183,TRUE
Painted Whitestart,Myioborus pictus,core,brown,Gain 1 [invertebrate] from the supply.,"When they forage, whitestarts will flick their wings or tails to flush insects.",,,,1,ground,3,22,X,,,1,,,,,,,,,1,X,X,X,,,,,,,,,X,X,,,,,X,,,,X,X,,,,X,,,,,,,,,Myioborus pictus,Parulidae,Passeriformes,452QT,2,tier 1,https://navarog.github.io/wingsearch/card/184,TRUE
Parrot Crossbill,Loxia pytyopsittacus,european,brown,"Remove any 1 [die] from the birdfeeder, then gain 1 [seed] from the supply.",The parrot crossbill is one of only five bird species in the world with a crossed bill.,,,,6,bowl,2,30,X,,,,3,,,,,,,,3,,,,,X,X,,,X,,,,,,,X,X,,,,,,X,,,,X,,,,X,,,X,,Loxia pytyopsittacus,Fringillidae,Passeriformes,3W8WV,4,underused tier,https://navarog.github.io/wingsearch/card/185,FALSE
Peaceful Dove,Geopelia placida,oceania,brown,Discard any number of [seed]. Lay 1 [egg] on this bird for each discarded [seed].,"This bird is sometimes called the ""doodle-doo"" because of its distinctive song.",,,,3,platform,4,25,X,X,,,1,,,,,,,,1,,,,,,,,X,,,,,X,X,,X,,,,,,,,,,,X,X,,,,,,,,Geopelia placida,Columbidae,Columbiformes,3FQSH,2,tier 1,https://navarog.github.io/wingsearch/card/321,TRUE
Peregrine Falcon,Falco peregrinus,core,brown,"Look at a [card] from the deck. If less than 100cm, tuck it behind this bird. If not, discard it.","Diving to attack, a peregrine falcon can reach speeds up to 320 kilometers per hour.",X,,,5,platform,2,104,,X,X,,,,,2,,,,,2,,X,X,X,X,X,X,X,,,,,,X,,,,,,X,,,,X,,,,X,,X,X,,,,,Falco peregrinus,Falconidae,Falconiformes,3DTGL,4,underused tier,https://navarog.github.io/wingsearch/card/186,TRUE
Pesquet's Parrot,Psittrichas fulgidus,oceania,brown,"If the player to your right has a [nectar] in their personal supply, gain 1 [nectar] from the general supply.","This bird went viral on the internet as the ""Dracula parrot.""",,,,3,cavity,2,74,X,,,,,,1,,1,,,,2,,,,,,,,X,,,X,,X,,,,,,,,,,X,X,X,,,,,,X,X,,,,Psittrichas fulgidus,Psittaculidae,Psittaciformes,4PKDJ,4,underused tier,https://navarog.github.io/wingsearch/card/322,FALSE
Pheasant Coucal,Centropus phasianinus,oceania,pink,"When another player takes the ""lay eggs"" action, lay 1 [egg] on this bird.","Unlike most other cuckoos, the pheasant coucal is not a nest parasite.",,,,1,ground,4,74,,X,,1,,,,1,,,,,2,,,,,,X,,X,,,,,X,,,,,X,,,,,,X,,,,,X,X,,,,,,Centropus phasianinus,Cuculidae,Cuculiformes,SB7T,2,tier 1,https://navarog.github.io/wingsearch/card/323,FALSE
Philippine Eagle,Pithecophaga jefferyi,asia,teal,"Roll all 5 [die]. You may reroll any number of [die], up to 2 times. If at least 3 [rodent] are showing when you stop, draw 2 bonus cards and keep 1. Reset the birdfeeder.","Once the ""monkey-eating"" eagle, this endangered raptor is more likely to eat flying lemurs and civets.",X,,X,6,platform,1,193,X,,,,,,,2,,,,,2,,,,,,X,,,,X,,,,,,,,,X,X,,,X,X,,,,X,,X,X,,,,,Pithecophaga jefferyi,Accipitridae,Accipitriformes,4JBNX,3,tier 2,https://navarog.github.io/wingsearch/card/413,TRUE
Pied-Billed Grebe,Podilymbus podiceps,core,brown,"Draw 2 [card]. If you do, discard 1 [card] from your hand at the end of your turn.",Pied-billed grebes create a floating platform nest with plant material.,,,,0,platform,4,41,,,X,1,,1,,,,,/,,1,,X,X,X,,,,,X,,,,X,,,,,,,,X,,,,,,,X,,,,,X,,,Podilymbus podiceps,Podicipedidae,Podicipediformes,4KPPM,1,tier 0,https://navarog.github.io/wingsearch/card/187,FALSE
Pileated Woodpecker,Dryocopus pileatus,core,brown,All players lay 1 [egg] on any 1 [cavity] bird. You may lay 1 [egg] on 1 additional [cavity] bird.,Other birds use these birds' old nests and glean bugs where they've been feeding.\,,,,4,cavity,2,74,X,,,1,,,1,,,,,,2,,X,X,,,,,,,,,,,,,,,,,,,,X,X,X,,,,,,X,X,,,,Dryocopus pileatus,Picidae,Piciformes,37VD2,2,tier 1,https://navarog.github.io/wingsearch/card/188,TRUE
Pine Siskin,Spinus pinus,core,brown,"Tuck 1 [card] from your hand behind this bird. If you do, gain 1 [seed] from the supply.","Pine siskins are gregarious, traveling in flocks to look for food.",,X,,3,bowl,2,23,X,,,,2,,,,,,,,2,,X,,,,,,,,,,,X,,X,X,,,,,,,X,,,,X,,,,X,,,X,,Spinus pinus,Fringillidae,Passeriformes,6ZBFX,4,underused tier,https://navarog.github.io/wingsearch/card/189,FALSE
Pink-Eared Duck,Malacorhynchus membranaceus,oceania,brown,Draw 2 [card] from the deck. Keep 1 and give the other to another player.,These ducks sometimes spin around in pairs to concentrate food in a vortex.,,,,4,cavity,3,64,,,X,,1,,,,,1,,,2,,,,,,,,X,X,,,X,,,,X,,,,,,,,,X,X,,,,,,,X,,,Malacorhynchus membranaceus,Anatidae,Anseriformes,9HFWP,4,underused tier,https://navarog.github.io/wingsearch/card/324,FALSE
Plains-Wanderer,Pedionomus torquatus,oceania,white,Draw 1 bonus card for each bird in your [grassland]. Keep 1 and discard the rest.,This critically endangered bird is the only species in the family Pedionomidae.,,,X,4,ground,3,32,,X,,1,1,,,,,,,,2,,,,,,,,X,,X,,,,,,X,,X,X,,,,,,,,,,X,,,,,,,Pedionomus torquatus,Pedionomidae,Charadriiformes,9HGGZ,3,tier 2,https://navarog.github.io/wingsearch/card/325,FALSE
Plumbeous Redstart,Phoenicurus fuliginosus,asia,brown,Draw 1 [card] from the deck and add it to your hand. All other players draw 1 [card] from the deck and add it to their hand if the bird has a [invertebrate] or [seed] in its food cost.,This bird's plumbeous gray color is good camouflage for the rocky streambeds where it forages.,,,,4,bowl,2,21,,,X,1,,,1,,,,/,,1,,,,,,X,,,,,,X,,,,,,,,,,,,,,,X,,,,X,X,X,X,,Rhyacornis fuliginosa,Muscicapidae,Passeriformes,78VXX,3,tier 2,https://navarog.github.io/wingsearch/card/414,FALSE
Princess Stephanie's Astrapia,Astrapia stephaniae,oceania,brown,Choose 1 other player. You both lay 1 [egg].,This bird was named in honor of Princess Stephanie of Belgium in 1884.,,,,6,platform,1,45,X,,,1,,,1,,,,,,2,,,,,,,,X,,,X,,,,,,,,,,,,X,,,,,X,,,X,X,,,,Astrapia stephaniae,Paradisaeidae,Passeriformes,J3L9,3,tier 2,https://navarog.github.io/wingsearch/card/326,TRUE
Prothonotary Warbler,Protonotaria citrea,core,,,The name prothonotary comes from Catholic scribes who wore yellow robes.,,,,8,cavity,4,23,X,,X,2,1,,,,,,,,3,,X,X,,,,,,,,,,,X,,X,X,,,,,,,,X,,X,,,,,,,,,Protonotaria citrea,Parulidae,Passeriformes,4N6GN,2,tier 1,https://navarog.github.io/wingsearch/card/190,TRUE
Pūkeko,Porphyrio melanotus,oceania,brown,Lay 1 [egg] on an adjacent bird.,"These birds, also known as swamphens, may form social groups that share nests and chick-raising duties.",,,,4,ground,3,78,,,X,,2,,,,,1,,,3,,,,,,X,,X,,,,,,,,X,X,X,,,,,,X,,X,,,,,,,X,,,Porphyrio melanotus,Rallidae,Gruiformes,CPCML,4,underused tier,https://navarog.github.io/wingsearch/card/191,TRUE
Purple Gallinule,Porphyrio martinicus,core,brown,All players draw 1 [card] from the deck.,"With its long toes, this bird can walk on lily pads without sinking.",,,,7,platform,4,56,,,X,,1,,1,,,1,,,3,,X,X,X,,,,,,,,X,,,,X,X,,,,,,,,,X,,X,,,,X,X,,,Porphyrio martinica,Rallidae,Gruiformes,4LZ58,3,tier 2,https://navarog.github.io/wingsearch/card/415,TRUE
Purple Heron,Ardea purpurea,asia,brown,"Choose any 2 [die]. Roll them up to 3 times. Each time, if you roll at least 1 [invertebrate] or [fish], cache 1 here. If not, stop and return all food cached here this turn.","This patient predator is most active at dawn and dusk, waiting motionless before stabbing its prey.",X,,,2,platform,2,135,,,X,1,,1,,1,,,/,,1,,,,,X,X,X,,,,,X,X,,,,,,,X,X,,,X,,,,X,,X,X,,X,,,Ardea purpurea,Ardeidae,Pelecaniformes,GCJ8,4,underused tier,https://navarog.github.io/wingsearch/card/192,TRUE
Purple Martin,Progne subis,core,brown,"Tuck 1 [card] from your hand behind this bird. If you do, draw 1 [card].","Native Americans hung gourds as houses for these birds, because they eat so many bugs.",,X,,2,cavity,3,46,,X,X,1,,,,,,,,,1,,X,X,X,,,,,,,,X,X,X,X,,,,,,,X,,,X,,,,,,,,,,,Progne subis,Hirundinidae,Passeriformes,4MR33,1,tier 0,https://navarog.github.io/wingsearch/card/193,FALSE
Pygmy Nuthatch,Sitta pygmaea,core,brown,"Tuck 1 [card] from your hand behind this bird. If you do, gain 1 [invertebrate] or [seed] from the supply.","These flocking birds often have ""helper"" birds bringing food during nesting season.",,X,,2,cavity,4,20,X,,,1,1,,,,,,,,2,,X,X,,,,,,,,,,X,,X,X,,,,,,,X,,X,,X,,,,,,,,,Sitta pygmaea,Sittidae,Passeriformes,6YSPB,4,underused tier,https://navarog.github.io/wingsearch/card/327,TRUE
Rainbow Lorikeet,Trichoglossus moluccanus,oceania,brown,"Discard 1 [nectar] to the ""spent nectar"" space for your [forest]. If you do, gain 2 [die] from the birdfeeder.","Some wild lorikeets are so accustomed to humans, they can be hand-fed.",,,,1,cavity,2,46,X,,,,,,1,,1,,,,2,,,,,,,,X,,,,,X,,,,,,,,,,X,,X,,,,,,X,X,,,,Trichoglossus moluccanus,Psittaculidae,Psittaciformes,58CK8,1,tier 0,https://navarog.github.io/wingsearch/card/328,FALSE
Red Avadavat,Amandava amandava,asia,brown,"Give 1 [card] from your hand to another player. If you do, draw 2 [card].","In courtship display, male avadavats hold a feather or stem in their bill and slowly bow.",,,,2,wild,3,13,,X,X,,1,,,,,,,,1,,,,,,X,,,,,,X,X,X,,X,,X,,,,,,,X,,X,X,,,,,,X,,Amandava amandava,Estrildidae,Passeriformes,65XNN,1,tier 0,https://navarog.github.io/wingsearch/card/416,TRUE
Red Crossbill,Loxia curvirostra,core,brown,All players gain 1 [seed] from the supply.,These birds use their specialized bills to pry apart conifer seed cones.,,,,6,bowl,2,28,X,,,,2,,,,,,,,2,,X,X,,X,X,X,,X,,,X,,,,X,,,,,,,X,,,,X,,,,X,,,X,,Loxia curvirostra,Fringillidae,Passeriformes,3W8WP,3,tier 2,https://navarog.github.io/wingsearch/card/194,TRUE
Red Junglefowl,Gallus gallus,asia,brown,"Count the [egg] on all of your birds. If the total is fewer than 6 [egg], lay 1 [egg] on this bird.","Chickens were domesticated from this species of junglefowl about 8,000 years ago.",,,,2,ground,6,75,X,X,X,1,1,,,,,,,,2,X,,,,,X,,X,,X,,X,X,X,,X,,X,,,,,,X,,,,,,,,,,,,Gallus gallus,Phasianidae,Galliformes,3F72J,4,underused tier,https://navarog.github.io/wingsearch/card/417,FALSE
Red Kite,Milvus milvus,european,white,"Instead of paying any costs, you may play this bird on top of another bird on your player mat. Discard any eggs and food from that bird. It becomes a tucked card.","When threatened, red kite mothers will signal for their young to play dead.",X,,,4,platform,2,157,X,X,X,,,,,1,,1,,*,2,,,,,X,,,,,,,X,,X,,,,,,X,,,,X,,X,,X,,X,X,,,,,Milvus milvus,Accipitridae,Accipitriformes,43DZJ,4,underused tier,https://navarog.github.io/wingsearch/card/195,TRUE
Red Knot,Calidris canutus,european,white,Draw 1 new bonus card. Then draw 3 [card] and keep 1 of them.,"This bird has one of the longest migrations, from the high Arctic to Chile and South Africa.",,,X,7,ground,2,50,,,X,3,,,,,,,,,3,,X,X,X,X,X,X,X,,,,X,,,,,X,X,X,,,X,,,,,,,,,X,,X,,,Calidris canutus,Scolopacidae,Charadriiformes,PK44,1,tier 0,https://navarog.github.io/wingsearch/card/196,TRUE
Red Wattlebird,Anthochaera carunculata,oceania,white,Gain 1 [nectar] from the supply for each bird with a wingspan less than 49cm in your [forest].,"These noisy, aggressive birds will drive off smaller birds from a good nectar source.",,,,3,bowl,2,49,X,,,,,,,,2,,,,2,,,,,,,,X,X,,,X,X,,,,,,,,,,X,,,,,,,,X,,,X,,Anthochaera carunculata,Meliphagidae,Passeriformes,5VBXQ,2,tier 1,https://navarog.github.io/wingsearch/card/329,FALSE
Red-Backed Fairywren,Malurus melanocephalus,oceania,yellow,"Lay 1 [egg] on each of your birds with a [star] nest, including this one.",These birds have been used to study the role that testosterone plays in breeding plumage.,,,,4,wild,3,15,,X,,1,1,,,,,,,,2,,,,,,,,X,X,,,X,,,,X,,X,,,,,,,X,,X,X,X,,,,,X,,Malurus melanocephalus,Maluridae,Passeriformes,7358Z,4,underused tier,https://navarog.github.io/wingsearch/card/330,FALSE
Red-Backed Shrike,Lanius collurio,european,brown,Steal 1 [invertebrate] from another player's supply and cache it on this bird. They gain 1 [die] from the birdfeeder.,"These ""butcher birds"" use thorns and barbed wire as food storage.",,,,5,bowl,2,33,,X,,1,,,,1,,1,,,3,,,,,X,X,X,,X,,,X,,,,,X,,,,,,,,,X,,,X,X,X,,,X,,Lanius collurio,Laniidae,Passeriformes,3S7BJ,3,tier 2,https://navarog.github.io/wingsearch/card/197,FALSE
Red-Bellied Woodpecker,Melanerpes carolinus,core,brown,"Gain 1 [seed] from the birdfeeder, if available. You may cache it on this bird.","These birds' tongues each out 5 centimeters for insects, but seeds are half their diet.",,,,1,cavity,3,41,X,,,1,1,,,,,,/,,1,,X,,,,,,,X,,,X,X,,,X,,,,,,,X,,X,,,,,,,,,,,Melanerpes carolinus,Picidae,Piciformes,72XDW,4,underused tier,https://navarog.github.io/wingsearch/card/198,FALSE
Red-Breasted Merganser,Mergus serrator,core,brown,"Draw 2 [card]. If you do, discard 1 [card] from your hand at the end of your turn.","A red-breasted merganser was recorded flying 160 kilometers per hour, the fastest of any duck.",,,,3,ground,4,78,,,X,1,,1,,,,,,,2,X,X,,,X,X,,,X,,,X,X,,,,,X,,,X,,,X,,,,,,,,,X,,,Mergus serrator,Anatidae,Anseriformes,3ZTRQ,3,tier 2,https://navarog.github.io/wingsearch/card/199,FALSE
Red-Breasted Nuthatch,Sitta canadensis,core,brown,Cache 1 [seed] from the supply on this bird.,These birds put resin around their nest opening to keep out attackers.,,,,2,cavity,3,23,X,,,1,1,,,,,,/,,1,,X,,,,,,,X,,,X,X,,,X,,,,,,,X,,X,,X,,,,,,,,,Sitta canadensis,Sittidae,Passeriformes,4XTS9,3,tier 2,https://navarog.github.io/wingsearch/card/200,TRUE
Red-Capped Robin,Petroica goodenovii,oceania,brown,"If the player to your left has an [invertebrate] in their personal supply, gain 1 [invertebrate] from the general supply.",These robins get their red pigment from food; red plumage shows that they are healthy and well-fed.,,,,2,bowl,4,17,X,,,1,,,,,,,,,1,,,,,,,,X,X,,,X,X,,,,,,,,,X,X,,,,X,,,,,,,X,,Petroica goodenovii,Petroicidae,Passeriformes,6V6BT,2,tier 1,https://navarog.github.io/wingsearch/card/331,TRUE
Red-Cockaded Woodpecker,Picoides borealis,core,white,Draw 2 new bonus cards and keep 1.,"This bird is endangered due to habitat loss; there may be fewer than 10,000.",,,X,4,cavity,2,36,X,,,1,,,1,,,,,,2,,X,,,,,,,,,,X,,,,,,,X,,,,X,,X,,,,,,X,X,,,,Leuconotopicus borealis,Picidae,Piciformes,7VPRQ,4,underused tier,https://navarog.github.io/wingsearch/card/201,TRUE
Red-Crowned Crane,Grus japonensis,asia,white,Score 1 of your bonus cards now by caching 1 [wild] from the supply on this bird for each point. Discard that bonus card and draw 1 new one.,"This endangered crane is associated in different cultures with longevity, purity, and peace.",,,X,5,ground,2,235,,,X,1,1,,,,,1,,,3,,,,,,X,,,X,,,X,,,,X,X,X,X,,,,,X,,X,,,,,X,,X,,,Grus japonensis,Gruidae,Gruiformes,3HFDG,2,tier 1,https://navarog.github.io/wingsearch/card/418,FALSE
Red-Eyed Vireo,Vireo olivaceus,core,white,Play an additional bird in your [forest]. Pay its normal cost.,Nearsighted vireos flock with other birds that make noise if predators are around.,,,,3,wild,2,25,X,,,1,,,1,,,,/,,1,,X,X,X,,,,,X,,,X,X,,,,,X,,,,,X,,X,,X,X,,,X,X,,X,,Vireo olivaceus,Vireonidae,Passeriformes,5BJL4,2,tier 1,https://navarog.github.io/wingsearch/card/202,FALSE
Red-Headed Woodpecker,Melanerpes erythrocephalus,core,brown,"Gain 1 [seed] from the birdfeeder, if available. You may cache it on this bird.","These woodpeckers store nuts, seeds, and insects in wood or under bark.",,,,4,cavity,3,43,X,X,X,1,1,,,,,1,,,3,,X,,,,,,,X,,,X,,X,,X,X,,,,,,,,X,X,,,,,,,,,,Melanerpes erythrocephalus,Picidae,Piciformes,739DW,4,underused tier,https://navarog.github.io/wingsearch/card/203,TRUE
Red-Legged Partridge,Alectoris rufa,european,brown,"Lay 1 [egg] on each bird in this column, including this one.",Partridges nest on the ground; they don’t generally roost in pear trees.,,,,1,ground,6,48,,X,,,3,,,,,,,,3,,,,,X,,,,X,,,X,X,,,X,X,X,,,,,,,,,,,X,,,,,,,Alectoris rufa,Phasianidae,Galliformes,BLSJ,4,underused tier,https://navarog.github.io/wingsearch/card/204,TRUE
Red-Necked Avocet,Recurvirostra novaehollandiae,oceania,brown,"If the player to your left or right has an [invertebrate] in their personal supply, gain 1 [invertebrate] from the general supply.","As avocets sweep their bills from side to side through water, they snap up small invertebrates for food.",,,,4,ground,2,75,,,X,1,1,,,,,,,,2,,,,,,,,X,X,,,X,,,,X,,X,,,,,,X,,,,,,,X,,X,,,Recurvirostra novaehollandiae,Recurvirostridae,Charadriiformes,6WT7V,4,underused tier,https://navarog.github.io/wingsearch/card/332,FALSE
